Package,Name,Version,Architecture
com.lenglengyu.wufanlxpro-rootless,悟饭乐享-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.wukongzypro,悟饭掌悦Pro,0.0.1,iphoneos-arm
com.lenglengyu.wutaxjpro,无他相机【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.wutaxjpro-rootless,无他相机-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.wxfqmy,微密友(原蜘蛛密友)破解版,3.30.1,iphoneos-arm
com.lenglengyu.wxqbxg,微信钱包余额修改【娱乐功能】,0.0.1,iphoneos-arm
com.lenglengyu.wxqzgz,微信公众号强制关注-Rootless,0.0.1,iphoneos-arm64
com.lenglengyu.wxtoneshook,微信炫铃-一键设定个性化微信提示音(Customized Tones for WeChat)破解版,2.1.2,iphoneos-arm
com.lenglengyu.wxtoneshook-rootless,微信炫铃-一键设定个性化微信提示音破解版-Rootless,2.2K,iphoneos-arm64
com.lenglengyu.wymusicpro,网易云音乐【会员破解】,2.0.2,iphoneos-arm
com.lenglengyu.wymusicpro-rootless,网易云音乐-Rootless【会员破解】,2.0.2,iphoneos-arm64e
com.lenglengyu.wywndushupro,网易蜗牛读书【Turbo会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.wywndushupro-rootless,网易蜗牛读书-Rootless【Turbo会员破解】,0.0.2K,iphoneos-arm64e
com.lenglengyu.wyyoudaopro,网易有道词典【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.wyyoudaopro-rootless,网易有道词典-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.wyyxnoads,网易邮箱去广告,0.0.2,iphoneos-arm
com.lenglengyu.xczpro,西窗烛Pro,0.0.1,iphoneos-arm
com.lenglengyu.xiaochubipro,消除笔【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiaochubipro-rootless,消除笔-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xiaolanyxpro,小蓝医学【解锁题库】,0.0.1,iphoneos-arm
com.lenglengyu.xiaolanyxpro-rootless,小蓝医学-Rootless【解锁题库】,0.0.1,iphoneos-arm64e
com.lenglengyu.xiaoqiaopro,小巧工具箱【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.xiaoqiaopro-rootless,小巧工具箱-Rootless【会员破解】,0.0.4,iphoneos-arm64e
com.lenglengyu.xiaoshishangpro,小时尚【解除限制】,0.0.1,iphoneos-arm
com.lenglengyu.xiaoshuoydpro,小说阅读器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiaoshuoydpro-rootless,小说阅读器-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.xiaowaiwspro,小歪微商【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiaowaiwspro-rootless,小歪微商-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.xiaoxffmpro,小旋风收音机【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiaoxffmpro-rootless,小旋风收音机-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xiaoxiongjzpro,小熊记账【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiaoxiongjzpro-rootless,小熊记账-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xiaoxiongqdspro,小熊轻断食【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiaoxiongqdspro-rootless,小熊轻断食-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xijiangscpro,西江诗词【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xijiangscpro-rootless,西江诗词-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xingtupro,醒图-修出高级美【会员破解】,1.0.3,iphoneos-arm
com.lenglengyu.xingtupro-rootless,醒图-修出高级美-Rootless【会员破解】,1.0.3K,iphoneos-arm64e
com.lenglengyu.xinmanhuapro,新漫画【付费破解】,0.0.1,iphoneos-arm
com.lenglengyu.xinmanhuapro-rootless,新漫画-Rootless【付费破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xinyongfeinojb,信用飞【屏蔽越狱】,0.0.1,iphoneos-arm
com.lenglengyu.xinyutingshupro,新语听书【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xinyutingshupro-rootless,新语听书-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xinzhimappro,新知卫星地图Pro,0.0.1,iphoneos-arm
com.lenglengyu.xiongmaosypro,熊猫水印【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiongmaosypro-rootless,熊猫水印-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.xiyoubzpro,西柚壁纸【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xiyoubzpro-rootless,西柚壁纸-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.xj360pro,相机360 Pro,0.0.2,iphoneos-arm
com.lenglengyu.xjdcpro,香蕉单词Pro,0.0.1,iphoneos-arm
com.lenglengyu.xjmhpro,香蕉漫画无限看,0.0.2,iphoneos-arm
com.lenglengyu.xjwzsb,迅捷文字识别Pro,0.0.1,iphoneos-arm
com.lenglengyu.xlnspro,XLNS-创意滤镜【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.xmindpro,XMind-思维导图【会员破解】,0.0.3,iphoneos-arm
com.lenglengyu.xmindpro-rootless,XMind-思维导图-Rootless【会员破解】,0.0.3,iphoneos-arm64e
com.lenglengyu.xmlyhook,喜马拉雅【会员破解】,2.2.4,iphoneos-arm
com.lenglengyu.xmlyhook-rootless,喜马拉雅-Rootless【会员破解】,2.2.4,iphoneos-arm64e
com.lenglengyu.xtku,星题库Pro,0.0.1,iphoneos-arm
com.lenglengyu.xuanfuszpro,悬浮时钟【会员破解】,0.0.3,iphoneos-arm
com.lenglengyu.xuanfuszpro-rootless,悬浮时钟-Rootless【会员破解】,0.0.3,iphoneos-arm64e
com.lenglengyu.xuankulaidianxiupro,炫酷来电秀【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.xuanyingpro,炫影-视频滤镜【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.xuanyingpro-rootless,炫影-视频滤镜-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.xuebaopro,学宝(原小学宝)Pro,0.0.1,iphoneos-arm
com.lenglengyu.xunisxthook,W2虚拟视频【破解版】,0.0.3,iphoneos-arm
com.lenglengyu.xxlppro,小熊录屏Pro,0.0.1,iphoneos-arm
com.lenglengyu.xxmhpro,羞羞漫画Pro,0.0.1,iphoneos-arm
com.lenglengyu.xyjmhpro,小妖精美化Pro,0.0.2,iphoneos-arm
com.lenglengyu.y2002dypro,Y2002电音Pro,0.0.2,iphoneos-arm
com.lenglengyu.yangcong,洋葱加速器无限游客,2.1,iphoneos-arm
com.lenglengyu.yanwaibjpro,言外笔记【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yanwaibjpro-rootless,言外笔记-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.yeguoyuedupro,野果阅读【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yeguoyuedupro-rootless,野果阅读-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.ygsfpro,以观书法【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yhspro,樱花社【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yijianhlpro,一键换脸【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yijianhlpro-rootless,一键换脸-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.yijiankoutupro,一键抠图【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yijiankoutupro-rootless,一键抠图-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.yijianshuiyinpro,一键水印宝【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yijianshuiyinpro-rootless,一键水印宝-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.yijietupro,易截图【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yijietupro-rootless,易截图-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.yilin,意林Pro,0.0.1,iphoneos-arm
com.lenglengyu.yimujzpro,一木记账【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yingcipro,英辞-英语学习词典【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yingcipro-rootless,英辞-英语学习词典-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.ylbfqpro,月亮播放器Pro,0.0.1,iphoneos-arm
com.lenglengyu.youdaonoads,网易有道词典去广告,0.0.1,iphoneos-arm
com.lenglengyu.youtiaopro,有条【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.youtiaopro-rootless,有条-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.youyaoqimhpro,有妖气漫画【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.ypjjtqpro,音频剪辑提取【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.ysbrowserpro,亚瑟浏览器【会员破解】,0.0.5,iphoneos-arm
com.lenglengyu.ysbrowserpro-rootless,亚瑟浏览器-Rootless【会员破解】,0.0.5,iphoneos-arm64e
com.lenglengyu.yssnojb,粤省事【屏蔽越狱】,0.0.2,iphoneos-arm
com.lenglengyu.ysykpro,一书一课【会员破解】,1.0.2,iphoneos-arm
com.lenglengyu.ysykpro-rootless,一书一课-Rootless【会员破解】,1.0.2K,iphoneos-arm64e
com.lenglengyu.yuanqifmpro,元气FM【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yueduqipro,小说阅读器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.yueduqipro-rootless,小说阅读器-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.yunmeishe,云美摄Pro,0.0.1,iphoneos-arm
com.lenglengyu.yuntingpro,云听【会员破解】,3.0.5,iphoneos-arm
com.lenglengyu.yuntingpro-rootless,云听-Rootless【会员破解】,3.0.5,iphoneos-arm64e
com.lenglengyu.yuxyuan,育学园Pro,0.0.3,iphoneos-arm
com.lenglengyu.zgszhgjpro-rootless,格式转换工具-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.zgtycpnojb,中国体育彩票【屏蔽越狱检测】,0.0.1,iphoneos-arm
com.lenglengyu.zhanglecbtnojb,涨乐财富通【屏蔽越狱】,0.0.1,iphoneos-arm
com.lenglengyu.zhentiqspro,真题全刷【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.zhentiqspro-rootless,真题全刷-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.zhijiansgpro,指尖时光【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.zhijiansgpro-rootless,指尖时光-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.zhitiaopro,纸条Pro,0.0.1,iphoneos-arm
com.lenglengyu.zhuangnvlpro,装女郎【订阅破解】,0.0.1,iphoneos-arm
com.lenglengyu.zhuangnvlpro-rootless,装女郎-Rootless【订阅破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.zhuizhuimhpro,追追漫画【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.zhuizhuimhpro-rootless,追追漫画-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.zhzbgpro,中华珍宝馆【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.zipaiticipro,自拍题词器【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.zipaiticipro-rootless,自拍题词器-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.zjjhnowatermarkpro,造境计划【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.zjjhnowatermarkpro-rootless,造境计划-Rootless【会员破解】,0.0.4K,iphoneos-arm64e
com.lenglengyu.zmbzpro-rootless,最美壁纸-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.zmojipro,Zmoji Pro,0.0.1,iphoneos-arm
com.lenglengyu.zmzjzpro,最美证件照【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.zuotangpro,佐糖抠图【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.zuotangpro-rootless,佐糖抠图-Rootless【会员破解】,0.0.4,iphoneos-arm64e
com.lenglengyu.zuotangzpxfpro,佐糖照片修复【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.zuotangzpxfpro-rootless,佐糖照片修复-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.zuoyepigaipro,作业批改【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.zuoyepigaipro-rootless,作业批改-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.zwdushupro,早晚读书【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.zwdushupro-rootless,早晚读书-Rootless【会员破解】,0.0.4K,iphoneos-arm64e
com.localipastore,LocalIAPStore 内购破解,1.5-1x,iphoneos-arm
com.memorado,Memorado Pro,0.0.1-1+debug,iphoneos-arm
com.yourepo.lenglengyu.fastview,CAD看图王去广告,0.0.1-3,iphoneos-arm
com.yourepo.lenglengyu.finevideo,指尖特效Pro,0.0.2,iphoneos-arm
com.yourepo.lenglengyu.luqi,陆琪讲故事Pro,0.0.1-1,iphoneos-arm
com.yourepo.lenglengyu.mp3editor,音乐剪辑Pro,0.0.1-2,iphoneos-arm
com.yourepo.lenglengyu.weiphonenoads,威锋去广告,0.0.6,iphoneos-arm
com.yourepo.lenglengyu.weiphonenoads-rootless,威锋去广告-Rootless,0.0.6,iphoneos-arm64
com.yourepo.lly.adsspee,VideoAdsSpeed,1.1.3,iphoneos-arm
com.yourepo.lly.adsspee-rootless,VideoAdsSpeed-Rootless【快速跳过广告】,1.1.3,iphoneos-arm64e
com.yourepo.lly.afakerxhook,AFakerX破解版,2.3-7,iphoneos-arm
com.yourepo.lly.american,英语口语7天乐Pro,0.0.2,iphoneos-arm
com.yourepo.lly.chaifei,柴扉Pro,0.0.2-1+debug,iphoneos-arm
com.yourepo.lly.chzb,圈子账本Pro,0.0.1-1,iphoneos-arm
com.yourepo.lly.community,云图电视直播去广告,0.0.1-1,iphoneos-arm
com.yourepo.lly.crack,Crack It,3.2.4K,iphoneos-arm
com.yourepo.lly.crack-rootless,Crack It-Rootless,3.3.3K,iphoneos-arm64e
com.yourepo.lly.cydiazq,Cydia增强,0.0.1,iphoneos-arm
com.yourepo.lly.dismissalert,DismissAlert【屏蔽弹窗】,1.0.0,iphoneos-arm
com.yourepo.lly.dismissalert-rootless,DismissAlert-Rootless【屏蔽弹窗】,1.0.0,iphoneos-arm64e
com.yourepo.lly.fakestephook,FakeStepX破解版,1.5-2,iphoneos-arm
com.yourepo.lly.fixfrozen,FixFrozen(全设备),0.0.1,iphoneos-arm
com.yourepo.lly.goart,大画家Pro,0.0.1-2,iphoneos-arm
com.yourepo.lly.hjzplayer,黑匣子player增强,1.1.0,iphoneos-arm
com.yourepo.lly.lastpasspro,LastPass Pro,0.0.2-1+debug,iphoneos-arm
com.yourepo.lly.musictv,音悦台,1.3.6,iphoneos-arm
com.yourepo.lly.nanrenzhuang,男人装Pro,0.0.1-1,iphoneos-arm
com.yourepo.lly.pdfconverters,迅捷PDF转换工具Pro,0.0.1-1,iphoneos-arm
com.yourepo.lly.ppdnoads,拍拍贷去广告,0.0.1-1+debug,iphoneos-arm
com.yourepo.lly.prozs,Pro助手,3.5.7,iphoneos-arm
com.yourepo.lly.qimao,七猫小说【会员破解】,2.0.3,iphoneos-arm
com.yourepo.lly.qimao-rootless,七猫小说-Rootless【会员破解】,2.0.3,iphoneos-arm64e
com.yourepo.lly.system,系统优化,2.1.2,iphoneos-arm
com.yourepo.lly.thornoverity,Thor去限制,0.0.4,iphoneos-arm
com.yourepo.lly.twitterrificpro,TwitterrificPro,0.0.3,iphoneos-arm
com.yourepo.lly.vinision,大片视频编辑Pro,0.0.2,iphoneos-arm
com.yourepo.lly.wxff,微信防封,0.0.1-2,iphoneos-arm
com.yourepo.lly.wxviphook,微信VIP密友,1.5,iphoneos-arm
com.yourepo.lly.xunlei532,迅雷加速引擎,0.0.6,iphoneos-arm
com.yourepo.lly.ymks,夜猫看书去广告,0.0.1-1+debug,iphoneos-arm
com.yourepo.llyy.supervip,SuperVIP,4.2.2,iphoneos-arm
com.yourepo.llyy.supervip-rootless,SuperVIP-Rootless,4.2.2,iphoneos-arm64e
com.yourepo.lly.zishuovideo,字说Pro,0.0.2,iphoneos-arm
repo.lenglengyu.bearpro,熊掌记Pro,0.0.1-1+debug,iphoneos-arm
